label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32
hombros,0.5558784008026123,0.12165296077728271,-0.8439048528671265,0.5866298675537109,0.05858349800109863,-0.8064929246902466,0.607291042804718,0.057524800300598145,-0.8063490986824036,0.6268928647041321,0.057001709938049316,-0.8067680597305298,0.5168764591217041,0.06121206283569336,-0.8161357045173645,0.49386104941368103,0.06362628936767578,-0.8161368370056152,0.4770568013191223,0.06753087043762207,-0.8164743185043335,0.6594310998916626,0.0844346284866333,-0.5043346285820007,0.4527672827243805,0.10636675357818604,-0.529080331325531,0.5944439172744751,0.18925756216049194,-0.7224924564361572,0.5165979862213135,0.1989324688911438,-0.7284641861915588,0.7931454181671143,0.47565776109695435,-0.3300573229789734,0.33042478561401367,0.46074312925338745,-0.378182053565979,0.8167015910148621,0.8990095853805542,-0.26844844222068787,0.20960119366645813,0.8598594665527344,-0.2438620626926422,0.7876678705215454,1.20333731174469,-0.5175933241844177,0.1825096309185028,1.166914701461792,-0.4794074594974518,0.7945285439491272,1.3158236742019653,-0.5922676920890808,0.1601870357990265,1.2567639350891113,-0.5359626412391663,0.7525867223739624,1.2951170206069946,-0.6312212347984314,0.18393713235855103,1.2464022636413574,-0.6121465563774109,0.7418659925460815,1.246581792831421,-0.5443993210792542,0.20505757629871368,1.2114717960357666,-0.5185611248016357,0.6760667562484741,1.2140170335769653,-0.02774716541171074,0.40028753876686096,1.212769627571106,0.03061271831393242,0.6627281308174133,1.8014702796936035,0.0791967511177063,0.4103873372077942,1.8032610416412354,0.13500158488750458,0.6425749659538269,2.31355619430542,0.7079976201057434,0.3998579978942871,2.3179383277893066,0.5595316886901855,0.6461904048919678,2.398686408996582,0.7492756843566895,0.39574894309043884,2.406277656555176,0.5913475155830383,0.6044458150863647,2.5038015842437744,0.3316395878791809,0.4258035719394684,2.505168914794922,0.1004510149359703
hombros,0.5313272476196289,0.11176370084285736,-0.6386276483535767,0.5586025714874268,0.058615587651729584,-0.6004469394683838,0.5772590637207031,0.058177776634693146,-0.600577712059021,0.5945957899093628,0.0587860606610775,-0.6010971069335938,0.5050983428955078,0.06095503270626068,-0.5912913680076599,0.48861971497535706,0.06333643943071365,-0.5910338759422302,0.4734382629394531,0.06706469506025314,-0.5915936231613159,0.6151095628738403,0.08799099922180176,-0.3428696393966675,0.452125608921051,0.1055188998579979,-0.27874186635017395,0.5638386011123657,0.17198771238327026,-0.5430785417556763,0.4979322552680969,0.1723470538854599,-0.5248062014579773,0.7400376200675964,0.4418483078479767,-0.26437416672706604,0.33867788314819336,0.4605272114276886,-0.18829584121704102,0.8155614733695984,0.813528835773468,-0.2475028783082962,0.29662054777145386,0.8469363451004028,-0.05890084058046341,0.7956554889678955,1.1834964752197266,-0.38884323835372925,0.29845404624938965,1.1598533391952515,-0.1916833370923996,0.8139762878417969,1.2984691858291626,-0.4387837052345276,0.2807728946208954,1.2556394338607788,-0.2393157184123993,0.7797057628631592,1.2951539754867554,-0.4916897416114807,0.2981744706630707,1.2491028308868408,-0.3182389736175537,0.7648937702178955,1.2471376657485962,-0.41825398802757263,0.3114655613899231,1.2120486497879028,-0.23298247158527374,0.6769945025444031,1.1994003057479858,-0.05034927651286125,0.41273361444473267,1.2047832012176514,0.05258702486753464,0.6644946336746216,1.7854660749435425,0.039123956114053726,0.4182056486606598,1.7956713438034058,0.1383872628211975,0.65455162525177,2.312542676925659,0.6175740361213684,0.4149174094200134,2.3179752826690674,0.5429635047912598,0.6602996587753296,2.3959343433380127,0.6509634852409363,0.41146811842918396,2.4055261611938477,0.5692940354347229,0.620193600654602,2.493086338043213,0.18162542581558228,0.4417305588722229,2.496798515319824,0.06116091087460518
hombros,0.5047311186790466,0.11222286522388458,-0.6687481999397278,0.5329995155334473,0.06328605115413666,-0.6307124495506287,0.5516286492347717,0.06431155651807785,-0.6308377981185913,0.5686019062995911,0.06629575788974762,-0.6313585042953491,0.4852214455604553,0.06324639171361923,-0.6197869777679443,0.47214898467063904,0.0649280920624733,-0.6195515990257263,0.4563736915588379,0.06788314878940582,-0.6201292276382446,0.5921546816825867,0.09465603530406952,-0.35094523429870605,0.4411523938179016,0.10567209124565125,-0.2802988886833191,0.5360099077224731,0.17221039533615112,-0.5632964968681335,0.47527527809143066,0.17194172739982605,-0.5429387092590332,0.7030524015426636,0.42486149072647095,-0.2431424856185913,0.33293238282203674,0.449484646320343,-0.1534000039100647,0.8018559217453003,0.8012131452560425,-0.24975338578224182,0.2745571434497833,0.816321611404419,-0.10434219986200333,0.8156307339668274,1.164454698562622,-0.520073413848877,0.26935938000679016,1.0875507593154907,-0.4088333249092102,0.8511791229248047,1.2738970518112183,-0.5994179844856262,0.25993749499320984,1.2219735383987427,-0.5076630115509033,0.8173438906669617,1.2852391004562378,-0.676972508430481,0.2775176167488098,1.2243220806121826,-0.6022183895111084,0.7952742576599121,1.239759087562561,-0.5649709701538086,0.294675350189209,1.1863547563552856,-0.46826234459877014,0.6440616846084595,1.188086748123169,-0.06225966289639473,0.3856900632381439,1.1800172328948975,0.06490480154752731,0.6183251142501831,1.770641565322876,0.030957693234086037,0.36578595638275146,1.7683684825897217,0.19345717132091522,0.6005796194076538,2.3034656047821045,0.6176407933235168,0.3520645499229431,2.300860643386841,0.6301201581954956,0.6062712669372559,2.3858845233917236,0.6528565287590027,0.3471563756465912,2.3845632076263428,0.6589102149009705,0.5569151639938354,2.473792552947998,0.1781892627477646,0.3755092918872833,2.4716594219207764,0.1286386251449585
hombros,0.4900972247123718,0.117165707051754,-0.6128279566764832,0.5202291011810303,0.07073116302490234,-0.5797181129455566,0.5386812090873718,0.07255513221025467,-0.5798181295394897,0.5555058717727661,0.07509874552488327,-0.5803264379501343,0.47217902541160583,0.0684104636311531,-0.569046139717102,0.45979490876197815,0.06903459131717682,-0.5688167810440063,0.44352635741233826,0.07061577588319778,-0.5694824457168579,0.5790177583694458,0.10293575376272202,-0.3187124729156494,0.43057090044021606,0.10596489906311035,-0.2551174759864807,0.5207167267799377,0.1726256161928177,-0.5138793587684631,0.4602265954017639,0.17337152361869812,-0.49487337470054626,0.6756302714347839,0.4156452715396881,-0.2048429697751999,0.3245144188404083,0.4381629228591919,-0.14673224091529846,0.7558566331863403,0.7955840826034546,-0.20232999324798584,0.26933369040489197,0.7901316285133362,-0.12130999565124512,0.7980983853340149,1.143044114112854,-0.43658098578453064,0.22776098549365997,1.0700117349624634,-0.43071380257606506,0.8492264747619629,1.2472256422042847,-0.5014064908027649,0.22136497497558594,1.1915053129196167,-0.5246089696884155,0.8061169385910034,1.2644422054290771,-0.5800855159759521,0.24111485481262207,1.1964011192321777,-0.617939829826355,0.7909613847732544,1.2229050397872925,-0.4803486764431,0.264375776052475,1.1603305339813232,-0.4895413815975189,0.6116676330566406,1.1609458923339844,-0.059041865170001984,0.36169376969337463,1.1457217931747437,0.06180056184530258,0.5855365991592407,1.7343071699142456,0.03652540221810341,0.33966130018234253,1.7211780548095703,0.14315596222877502,0.5669959187507629,2.2676150798797607,0.5854244828224182,0.324917197227478,2.2558979988098145,0.4918106496334076,0.5715215802192688,2.3468973636627197,0.6163490414619446,0.31922775506973267,2.336818218231201,0.5130711793899536,0.5254309773445129,2.433276891708374,0.16651037335395813,0.34893473982810974,2.421128749847412,0.00681189214810729
hombros,0.4781000018119812,0.12672370672225952,-0.653945803642273,0.5103999376296997,0.08075504750013351,-0.6192455291748047,0.529380202293396,0.08297283947467804,-0.6193534731864929,0.5462910532951355,0.08514512330293655,-0.6197804808616638,0.46205973625183105,0.07634385675191879,-0.6089917421340942,0.4503352642059326,0.07571379840373993,-0.608713686466217,0.43477869033813477,0.07565811276435852,-0.6093278527259827,0.5700169801712036,0.1129116341471672,-0.3467293679714203,0.423714816570282,0.10828897356987,-0.2833317220211029,0.5094305872917175,0.17809909582138062,-0.5498142838478088,0.44784799218177795,0.17553159594535828,-0.5314238667488098,0.6641944646835327,0.41690686345100403,-0.2146487534046173,0.3132774531841278,0.43721306324005127,-0.14939811825752258,0.7424997091293335,0.7963341474533081,-0.19670331478118896,0.2631085515022278,0.7808517813682556,-0.07817760854959488,0.7670711874961853,1.1307966709136963,-0.4396873414516449,0.22387614846229553,1.047651767730713,-0.381267249584198,0.8077998161315918,1.2302747964859009,-0.5076450705528259,0.2181398570537567,1.1932815313339233,-0.46625423431396484,0.78227698802948,1.2423213720321655,-0.5803215503692627,0.23388096690177917,1.1949868202209473,-0.5644699335098267,0.760265588760376,1.2026511430740356,-0.4813055992126465,0.2575649321079254,1.1583348512649536,-0.4358767867088318,0.5789839625358582,1.1044660806655884,-0.05760105326771736,0.33785057067871094,1.1420727968215942,0.06026238203048706,0.5481001138687134,1.731497049331665,0.03991927579045296,0.31214964389801025,1.7141704559326172,0.14002840220928192,0.5232413411140442,2.2571959495544434,0.6003407835960388,0.28957653045654297,2.2440459728240967,0.5066397190093994,0.5265364646911621,2.333967924118042,0.6328145861625671,0.2839571237564087,2.323288917541504,0.5303476452827454,0.4771277904510498,2.4238617420196533,0.17691221833229065,0.30485326051712036,2.408698797225952,0.019611921161413193
hombros,0.47846275568008423,0.1293906271457672,-0.5972929000854492,0.5089186429977417,0.08549153059720993,-0.5596910119056702,0.5266062617301941,0.08733215928077698,-0.5597330331802368,0.5424312949180603,0.08918042480945587,-0.5601641535758972,0.46137937903404236,0.08322573453187943,-0.5506035685539246,0.4486826956272125,0.08315762132406235,-0.5503122806549072,0.4355275630950928,0.08304815739393234,-0.5509229898452759,0.5628057718276978,0.11856674402952194,-0.28665387630462646,0.4236767888069153,0.11217910796403885,-0.22853565216064453,0.5105169415473938,0.17884568870067596,-0.4968249201774597,0.44725146889686584,0.17612169682979584,-0.479353129863739,0.6569080948829651,0.4122244417667389,-0.18206211924552917,0.31334272027015686,0.42832186818122864,-0.13100364804267883,0.7347126007080078,0.7616547346115112,-0.20548109710216522,0.2606469690799713,0.7630043625831604,-0.14899544417858124,0.7516481280326843,1.0706322193145752,-0.5267565250396729,0.21213683485984802,1.0161184072494507,-0.5932052135467529,0.7875321507453918,1.1633542776107788,-0.602678120136261,0.1932619959115982,1.151532769203186,-0.6935386657714844,0.7669934630393982,1.17572820186615,-0.6784802079200745,0.21194934844970703,1.151574969291687,-0.7766949534416199,0.7440940141677856,1.1420331001281738,-0.5718518495559692,0.2350340634584427,1.1171107292175293,-0.6446256637573242,0.5764179229736328,1.0650967359542847,-0.05707021802663803,0.3437722325325012,1.0602405071258545,0.059864114969968796,0.5510064959526062,1.701195240020752,0.04099057987332344,0.31913894414901733,1.6843498945236206,0.11924717575311661,0.5292078256607056,2.2252392768859863,0.5770601034164429,0.2975980341434479,2.2119646072387695,0.4600749611854553,0.5333335995674133,2.2988054752349854,0.6067532896995544,0.29112446308135986,2.2875945568084717,0.480598509311676,0.48654159903526306,2.3834598064422607,0.14880958199501038,0.3150177299976349,2.373871088027954,-0.03328736126422882
hombros,0.4802815318107605,0.13282538950443268,-0.523861289024353,0.5109487771987915,0.08918546885251999,-0.48845070600509644,0.528072714805603,0.09074442833662033,-0.48842090368270874,0.5435116291046143,0.09237153083086014,-0.48886674642562866,0.46251052618026733,0.08702161908149719,-0.47601157426834106,0.44866275787353516,0.08679889887571335,-0.4757021963596344,0.43633610010147095,0.08638842403888702,-0.47620993852615356,0.560870885848999,0.1226753294467926,-0.2456466406583786,0.42377328872680664,0.11457500606775284,-0.17345967888832092,0.5119783878326416,0.18194480240345,-0.4367344379425049,0.4474366307258606,0.17777225375175476,-0.41529908776283264,0.6568475365638733,0.413852334022522,-0.19450226426124573,0.3132706880569458,0.42974355816841125,-0.09444105625152588,0.7389861345291138,0.7622231245040894,-0.2083059847354889,0.2566097378730774,0.7587136030197144,-0.13200590014457703,0.7543014287948608,1.0851870775222778,-0.4408263564109802,0.2159242182970047,1.020596981048584,-0.5620859265327454,0.7870214581489563,1.181809902191162,-0.4994339346885681,0.1946384310722351,1.1614748239517212,-0.6582500338554382,0.765090823173523,1.1919007301330566,-0.5583155751228333,0.21335549652576447,1.160951018333435,-0.70399010181427,0.7428406476974487,1.1567342281341553,-0.47496914863586426,0.234953373670578,1.1267896890640259,-0.6106067895889282,0.5888360142707825,1.0596706867218018,-0.05854908376932144,0.3494195342063904,1.0605016946792603,0.06106853485107422,0.5680757761001587,1.702520728111267,0.011277809739112854,0.3308772146701813,1.6948277950286865,0.13490596413612366,0.547970175743103,2.228862762451172,0.5032457113265991,0.3125193417072296,2.22170090675354,0.4837591052055359,0.5521746873855591,2.3023178577423096,0.529593288898468,0.3069693148136139,2.297851085662842,0.5073990821838379,0.5063297748565674,2.390843391418457,0.07901030778884888,0.33235299587249756,2.3845858573913574,-0.00464630639180541
hombros,0.48399320244789124,0.13287979364395142,-0.5236145257949829,0.5134021043777466,0.08905374258756638,-0.4886723458766937,0.5302309989929199,0.09062837809324265,-0.4885612428188324,0.5449132323265076,0.0924232080578804,-0.4890730381011963,0.4643930494785309,0.08752073347568512,-0.4787278175354004,0.4499441087245941,0.087682344019413,-0.4783971905708313,0.43697047233581543,0.08782487362623215,-0.47882404923439026,0.5609543323516846,0.12421123683452606,-0.2477830946445465,0.42206239700317383,0.11813804507255554,-0.18578657507896423,0.515148937702179,0.1823279708623886,-0.43649858236312866,0.44974952936172485,0.17802639305591583,-0.41777554154396057,0.661988377571106,0.41599413752555847,-0.19955779612064362,0.31370851397514343,0.4306703507900238,-0.11208610236644745,0.7435755729675293,0.7667349576950073,-0.21355684101581573,0.253673791885376,0.7553802132606506,-0.1329127997159958,0.7575803995132446,1.097992181777954,-0.3822998106479645,0.2163698673248291,1.0207444429397583,-0.472877562046051,0.7881419062614441,1.1978203058242798,-0.43676477670669556,0.19392217695713043,1.16670560836792,-0.5454562902450562,0.7648947834968567,1.2042381763458252,-0.4898908734321594,0.21312633156776428,1.1682696342468262,-0.6075955629348755,0.7430380582809448,1.1655691862106323,-0.41330021619796753,0.23416972160339355,1.1340057849884033,-0.519367516040802,0.5957585573196411,1.0590002536773682,-0.05995700880885124,0.35310685634613037,1.0568187236785889,0.062300585210323334,0.5684925317764282,1.7074698209762573,0.016255589202046394,0.33482256531715393,1.7014682292938232,0.14331093430519104,0.5489875674247742,2.2353110313415527,0.5344576239585876,0.31719276309013367,2.2294318675994873,0.4923911690711975,0.5534795522689819,2.310093402862549,0.5640522837638855,0.3115774393081665,2.30666446685791,0.5156285762786865,0.5101200938224792,2.397441864013672,0.11793098598718643,0.3362228572368622,2.3932785987854004,0.010183068923652172
hombros,0.48655614256858826,0.13279445469379425,-0.5762577056884766,0.5153709053993225,0.08884991705417633,-0.5372543931007385,0.5320836901664734,0.09055037051439285,-0.5372909903526306,0.5460711717605591,0.09255826473236084,-0.5378001928329468,0.4657991826534271,0.08756554871797562,-0.5318349599838257,0.45104217529296875,0.08784569054841995,-0.5316347479820251,0.43751201033592224,0.08829174935817719,-0.5321637392044067,0.5616484880447388,0.12576569616794586,-0.26951712369918823,0.42136067152023315,0.12001736462116241,-0.23214001953601837,0.5175567269325256,0.18250298500061035,-0.479128360748291,0.4519597589969635,0.17844130098819733,-0.46608495712280273,0.6607285737991333,0.4159734845161438,-0.18967822194099426,0.313070148229599,0.43145397305488586,-0.13908222317695618,0.7390794157981873,0.7572248578071594,-0.21027567982673645,0.25232428312301636,0.7612979412078857,-0.209481880068779,0.7595875859260559,1.0992122888565063,-0.4093911647796631,0.2166862040758133,1.0152629613876343,-0.5933020710945129,0.7960232496261597,1.1981769800186157,-0.4706501066684723,0.193573996424675,1.151495099067688,-0.6787585616111755,0.7736698389053345,1.2102303504943848,-0.522585391998291,0.21268680691719055,1.1530321836471558,-0.7465004324913025,0.7505232095718384,1.171509861946106,-0.4399758279323578,0.23373647034168243,1.119662880897522,-0.637840986251831,0.5999757051467896,1.0505168437957764,-0.05457326024770737,0.36053019762039185,1.0544559955596924,0.05647536367177963,0.5733124613761902,1.6909891366958618,0.026070808991789818,0.3453792929649353,1.6949354410171509,0.12679553031921387,0.5776197910308838,2.2151811122894287,0.5531158447265625,0.34149324893951416,2.2181410789489746,0.4625342786312103,0.5848284959793091,2.292628049850464,0.5836429595947266,0.3371613323688507,2.296329975128174,0.4822395443916321,0.5466834902763367,2.373732089996338,0.13962313532829285,0.3656354546546936,2.3750388622283936,-0.010828057304024696
hombros,0.4884256422519684,0.13274233043193817,-0.5957034230232239,0.5172959566116333,0.08856223523616791,-0.5586507320404053,0.5339186787605286,0.09032543003559113,-0.5586731433868408,0.547601580619812,0.09237999469041824,-0.559165894985199,0.4670150876045227,0.08722173422574997,-0.5529836416244507,0.45200973749160767,0.08751480281352997,-0.5527651309967041,0.43820539116859436,0.08803176134824753,-0.5532758235931396,0.5635055303573608,0.12547485530376434,-0.2870708703994751,0.4204034209251404,0.12010515481233597,-0.24655060470104218,0.519604504108429,0.18253745138645172,-0.49711480736732483,0.4538130760192871,0.1789245307445526,-0.48106464743614197,0.6653085947036743,0.4165036380290985,-0.19263963401317596,0.31282123923301697,0.4316500127315521,-0.14477621018886566,0.7429649233818054,0.7650186419487,-0.20943355560302734,0.251839816570282,0.7624419331550598,-0.20187518000602722,0.7700420022010803,1.1033769845962524,-0.4151248335838318,0.21736285090446472,1.018039345741272,-0.5445059537887573,0.8058371543884277,1.203925371170044,-0.4778364300727844,0.1940491795539856,1.1570820808410645,-0.6230398416519165,0.7786528468132019,1.2212721109390259,-0.5345258712768555,0.21289196610450745,1.1583192348480225,-0.6974054574966431,0.7561942934989929,1.18083655834198,-0.44275370240211487,0.23329369723796844,1.1247119903564453,-0.5895944833755493,0.602324903011322,1.0537035465240479,-0.046132661402225494,0.36496612429618835,1.056198239326477,0.048075683414936066,0.5754289031028748,1.6987026929855347,0.027287226170301437,0.3494518995285034,1.700290560722351,0.10779056698083878,0.5852359533309937,2.2222344875335693,0.5536391139030457,0.3480629026889801,2.2243285179138184,0.42683959007263184,0.5928901433944702,2.300328254699707,0.5835912823677063,0.34446725249290466,2.303143262863159,0.44372695684432983,0.5525214076042175,2.384321451187134,0.14511892199516296,0.3714289665222168,2.384884834289551,-0.04610881581902504
